BookingCode;BookingDate;FlightDate;FlightNumber;BookedSeats;RevenueActualFare;Ancillary Revenue,,
PNR0354;09.09.2022 00:00;10.04.2023;EW7581;5;1245;360,,
PNR0355;09.09.2022 00:00;08.04.2023;EW9594;5;437;216,,
PNR0356;09.09.2022 00:00;08.04.2023;EW9553;4;700;98,,
PNR0357;09.09.2022 00:00;06.04.2023;EW7533;1;155;44,,
PNR0358;09.09.2022 00:00;09.04.2023;EW9534;2;220;106,,
PNR0359;09.09.2022 00:00;11.04.2023;EW520;2;190;74,,
PNR0360;09.09.2022 00:00;06.04.2023;EW9539;2;180;72,,
PNR0361;09.09.2022 00:00;06.04.2023;EW7592;1;130;78,,
PNR0362;10.09.2022 00:00;06.04.2023;EW596;1;145;3,,
PNR0362;10.09.2022 00:00;10.04.2023;EW599;1;145;3,,
PNR0363;10.09.2022 00:00;06.04.2023;EW7586;4;468;265,,
PNR0364;10.09.2022 00:00;06.04.2023;EW7580;6;660;348,,
PNR0364;10.09.2022 00:00;10.04.2023;EW7587;6;1110;348,,
PNR0365;10.09.2022 00:00;12.04.2023;EW7588;1;100;42,,
PNR0366;10.09.2022 00:00;06.04.2023;EW7592;1;185;40,,
PNR0366;10.09.2022 00:00;10.04.2023;EW7587;1;265;40,,
PNR0367;10.09.2022 00:00;06.04.2023;EW596;1;145;45,,
PNR0367;10.09.2022 00:00;10.04.2023;EW599;1;145;45,,
PNR0368;10.09.2022 00:00;06.04.2023;EW7586;2;260;124,,
PNR0369;10.09.2022 00:00;11.04.2023;EW7089;4;820;140,,
PNR0370;10.09.2022 00:00;10.04.2023;EW9559;4;580;184,,
PNR0371;11.09.2022 00:00;06.04.2023;EW9584;1;125;24,,
PNR0371;11.09.2022 00:00;11.04.2023;EW9581;1;145;24,,
PNR0372;11.09.2022 00:00;09.04.2023;EW2582;4;1160;216,,
PNR0373;11.09.2022 00:00;07.04.2023;EW9584;2;290;82,,
PNR0373;11.09.2022 00:00;10.04.2023;EW9581;2;350;82,,
PNR0374;11.09.2022 00:00;08.04.2023;EW9595;3;315;132,,
PNR0375;11.09.2022 00:00;07.04.2023;EW2592;2;62;26,,
PNR0375;11.09.2022 00:00;11.04.2023;EW2585;2;31;26,,
PNR0376;11.09.2022 00:00;12.04.2023;EW7589;1;185;56,,
PNR0377;11.09.2022 00:00;09.04.2023;EW7515;1;150;37,,
PNR0378;11.09.2022 00:00;08.04.2023;EW2596;2;600;56,,
PNR0379;11.09.2022 00:00;06.04.2023;EW9584;1;125;50,,
PNR0379;11.09.2022 00:00;11.04.2023;EW9581;1;145;50,,
PNR0380;11.09.2022 00:00;09.04.2023;EW2246;1;175;58,,
PNR0381;11.09.2022 00:00;09.04.2023;EW2246;1;175;58,,
PNR0382;11.09.2022 00:00;11.04.2023;EW7533;2;370;88,,
PNR0383;;;;;;,,
PNR0384;11.09.2022 00:00;10.04.2023;EW8181;4;1440;184,,
PNR0385;11.09.2022 00:00;09.04.2023;EW2246;2;315;83,,
PNR0386;11.09.2022 00:00;07.04.2023;EW9558;2;290;92,,
PNR0387;11.09.2022 00:00;06.04.2023;EW9518;3;315;79,,
PNR0387;11.09.2022 00:00;12.04.2023;EW9519;3;270;96,,
PNR0388;11.09.2022 00:00;09.04.2023;EW9537;4;660;156,,
PNR0389;12.09.2022 00:00;12.04.2023;EW9551;2;55;50,,
PNR0390;12.09.2022 00:00;11.04.2023;EW8591;2;290;165,,
PNR0391;12.09.2022 00:00;07.04.2023;EW9589;2;110;42,,
PNR0392;12.09.2022 00:00;06.04.2023;EW7580;1;110;12,,
PNR0393;12.09.2022 00:00;10.04.2023;EW7580;1;80;97,,
PNR0394;12.09.2022 00:00;06.04.2023;EW7586;2;260;82,,
PNR0394;12.09.2022 00:00;11.04.2023;EW7587;2;370;82,,
PNR0395;12.09.2022 00:00;11.04.2023;EW8591;2;290;220,,
PNR0396;12.09.2022 00:00;12.04.2023;EW9559;4;1044;166,,
PNR0397;12.09.2022 00:00;08.04.2023;EW9543;8;1558;434,,
PNR0398;12.09.2022 00:00;07.04.2023;EW9542;5;1078;203,,
PNR0399;12.09.2022 00:00;06.04.2023;EW9555;2;292;138,,
PNR0400;12.09.2022 00:00;06.04.2023;EW9559;3;210;184,,
PNR0401;12.09.2022 00:00;06.04.2023;EW7526;4;475;60,,
PNR0402;12.09.2022 00:00;12.04.2023;EW9442;2;120;98,,
PNR0403;12.09.2022 00:00;12.04.2023;EW2521;2;153;48,,
PNR0404;12.09.2022 00:00;06.04.2023;EW9519;2;160;22,,
PNR0404;12.09.2022 00:00;10.04.2023;EW9518;2;180;21,,
PNR0405;12.09.2022 00:00;12.04.2023;EW9570;2;170;112,,
PNR0406;12.09.2022 00:00;12.04.2023;EW2521;1;85;25,,
PNR0407;12.09.2022 00:00;09.04.2023;EW2537;6;660;258,,
PNR0408;13.09.2022 00:00;06.04.2023;EW7589;1;100;42,,
PNR0409;13.09.2022 00:00;06.04.2023;EW592;1;175;44,,
PNR0410;13.09.2022 00:00;06.04.2023;EW7580;3;330;90,,
PNR0411;13.09.2022 00:00;08.04.2023;EW9500;4;396;160,,
PNR0412;13.09.2022 00:00;08.04.2023;EW2580;1;125;100,,
PNR0413;13.09.2022 00:00;07.04.2023;EW9500;1;180;41,,
PNR0414;13.09.2022 00:00;08.04.2023;EW9594;2;190;106,,
PNR0415;13.09.2022 00:00;08.04.2023;EW9594;4;380;194,,
PNR0416;13.09.2022 00:00;08.04.2023;EW581;5;525;285,,
PNR0417;13.09.2022 00:00;08.04.2023;EW9594;3;266;175,,
PNR0418;13.09.2022 00:00;08.04.2023;EW2580;1;125;47,,
PNR0419;13.09.2022 00:00;07.04.2023;EW9553;2;250;124,,
PNR0420;13.09.2022 00:00;10.04.2023;EW243;2;390;112,,
PNR0421;13.09.2022 00:00;07.04.2023;EW7267;2;490;88,,
PNR0422;13.09.2022 00:00;11.04.2023;EW7532;3;518;91,,
PNR0423;13.09.2022 00:00;12.04.2023;EW7266;2;290;92,,
PNR0424;13.09.2022 00:00;11.04.2023;EW7541;2;290;36,,
PNR0425;13.09.2022 00:00;09.04.2023;EW9571;2;250;112,,
PNR0426;13.09.2022 00:00;07.04.2023;EW2516;2;187;50,,
PNR0427;13.09.2022 00:00;11.04.2023;EW7541;2;290;35,,
PNR0428;13.09.2022 00:00;11.04.2023;EW7541;2;290;36,,
PNR0429;13.09.2022 00:00;11.04.2023;EW7541;2;290;36,,
PNR0430;13.09.2022 00:00;06.04.2023;EW2545;1;120;24,,
PNR0431;13.09.2022 00:00;08.04.2023;EW9440;2;344;10,,
PNR0432;14.09.2022 00:00;12.04.2023;EW9589;3;315;132,,
PNR0433;14.09.2022 00:00;06.04.2023;EW7580;4;440;138,,
PNR0434;14.09.2022 00:00;08.04.2023;EW7581;4;396;44,,
PNR0435;14.09.2022 00:00;11.04.2023;EW6899;1;75;58,,
PNR0436;14.09.2022 00:00;06.04.2023;EW7580;1;110;26,,
PNR0437;14.09.2022 00:00;12.04.2023;EW9575;2;290;174,,
PNR0438;14.09.2022 00:00;07.04.2023;EW7584;3;450;145,,
PNR0439;14.09.2022 00:00;07.04.2023;EW9578;7;1015;392,,
PNR0440;14.09.2022 00:00;06.04.2023;EW9559;1;105;58,,
PNR0441;14.09.2022 00:00;07.04.2023;EW8291;2;310;88,,
PNR0442;14.09.2022 00:00;12.04.2023;EW268;2;250;112,,
PNR0443;14.09.2022 00:00;10.04.2023;EW7266;4;594;158,,
PNR0444;14.09.2022 00:00;12.04.2023;EW268;2;250;98,,
PNR0445;14.09.2022 00:00;06.04.2023;EW2247;1;125;69,,
PNR0446;14.09.2022 00:00;06.04.2023;EW2263;2;310;112,,
PNR0447;14.09.2022 00:00;06.04.2023;EW9559;1;105;58,,
PNR0448;14.09.2022 00:00;06.04.2023;EW2247;1;125;16,,
PNR0449;14.09.2022 00:00;09.04.2023;EW9537;2;46;53,,
PNR0450;14.09.2022 00:00;09.04.2023;EW7536;1;185;39,,
PNR0451;14.09.2022 00:00;09.04.2023;EW7536;1;185;39,,
PNR0452;14.09.2022 00:00;12.04.2023;EW9518;2;140;69,,
PNR0453;14.09.2022 00:00;06.04.2023;EW7536;4;627;147,,
PNR0454;14.09.2022 00:00;09.04.2023;EW7536;1;185;39,,
PNR0455;14.09.2022 00:00;07.04.2023;EW6893;5;985;15,,
PNR0456;15.09.2022 00:00;06.04.2023;EW7580;2;198;60,,
PNR0457;15.09.2022 00:00;12.04.2023;EW7515;1;300;45,,
PNR0458;15.09.2022 00:00;06.04.2023;EW7526;6;750;282,,
PNR0459;15.09.2022 00:00;09.04.2023;EW7536;1;185;39,,
PNR0460;15.09.2022 00:00;11.04.2023;EW9538;1;90;63,,
PNR0461;15.09.2022 00:00;09.04.2023;EW7536;2;370;52,,
PNR0462;15.09.2022 00:00;08.04.2023;EW527;4;500;64,,
PNR0463;16.09.2022 00:00;12.04.2023;EW9592;2;110;82,,
PNR0464;16.09.2022 00:00;09.04.2023;EW7580;4;540;167,,
PNR0465;16.09.2022 00:00;07.04.2023;EW9587;3;225;192,,
PNR0466;16.09.2022 00:00;06.04.2023;EW7590;4;468;92,,
PNR0467;16.09.2022 00:00;07.04.2023;EW7526;4;522;160,,
PNR0468;16.09.2022 00:00;08.04.2023;EW7526;2;250;88,,
PNR0469;16.09.2022 00:00;12.04.2023;EW8290;1;125;46,,
PNR0470;16.09.2022 00:00;07.04.2023;EW2528;3;375;60,,
PNR0470;16.09.2022 00:00;11.04.2023;EW2521;3;255;57,,
PNR0471;16.09.2022 00:00;09.04.2023;EW9518;2;300;47,,
PNR0472;16.09.2022 00:00;09.04.2023;EW9539;2;260;48,,
PNR0473;16.09.2022 00:00;11.04.2023;EW9581;4;1088;60,,
PNR0474;17.09.2022 00:00;06.04.2023;EW7580;1;110;22,,
PNR0474;17.09.2022 00:00;12.04.2023;EW7583;1;80;22,,
PNR0475;17.09.2022 00:00;12.04.2023;EW7514;2;190;74,,
PNR0476;17.09.2022 00:00;09.04.2023;EW2587;3;294;156,,
PNR0477;17.09.2022 00:00;07.04.2023;EW9575;3;238;68,,
PNR0478;17.09.2022 00:00;07.04.2023;EW9588;2;350;116,,
PNR0479;17.09.2022 00:00;06.04.2023;EW2592;1;200;22,,
PNR0480;17.09.2022 00:00;10.04.2023;EW7582;5;500;230,,
PNR0481;17.09.2022 00:00;10.04.2023;EW9580;1;210;22,,
PNR0482;17.09.2022 00:00;06.04.2023;EW7533;2;310;30,,
PNR0483;17.09.2022 00:00;06.04.2023;EW9552;2;410;128,,
PNR0484;17.09.2022 00:00;12.04.2023;EW527;2;210;74,,
PNR0485;17.09.2022 00:00;12.04.2023;EW527;1;105;12,,
PNR0486;17.09.2022 00:00;11.04.2023;EW2528;2;290;98,,
PNR0487;17.09.2022 00:00;08.04.2023;EW9441;3;390;114,,
PNR0488;17.09.2022 00:00;10.04.2023;EW242;4;306;52,,
PNR0489;17.09.2022 00:00;10.04.2023;EW2528;2;210;40,,
PNR0490;17.09.2022 00:00;10.04.2023;EW520;5;550;84,,
PNR0491;18.09.2022 00:00;08.04.2023;EW2581;1;855252,,35
PNR0492;18.09.2022 00:00;08.04.2023;EW9500;2;260;104,,
PNR0493;18.09.2022 00:00;08.04.2023;EW9574;2;189;73,,
PNR0494;18.09.2022 00:00;10.04.2023;EW2581;1;165;22,,
PNR0495;18.09.2022 00:00;10.04.2023;EW2584;2;130;82,,
PNR0496;18.09.2022 00:00;08.04.2023;EW584;4;342;178,,
PNR0497;18.09.2022 00:00;07.04.2023;EW7582;4;540;114,,
PNR0497;18.09.2022 00:00;10.04.2023;EW7583;4;666;66,,
PNR0498;18.09.2022 00:00;09.04.2023;EW9547;4;738;226,,
PNR0499;18.09.2022 00:00;07.04.2023;EW7266;4;1254;223,,
PNR0500;18.09.2022 00:00;09.04.2023;EW261;3;615;171,,
PNR0501;18.09.2022 00:00;10.04.2023;EW242;4;340;224,,
PNR0502;18.09.2022 00:00;06.04.2023;EW9543;2;290;116,,
PNR0503;18.09.2022 00:00;08.04.2023;EW7526;4;406;237,,
PNR0504;18.09.2022 00:00;06.04.2023;EW8180;4;125;51,,
PNR0505;18.09.2022 00:00;08.04.2023;EW2535;3;602;126,,
PNR0506;18.09.2022 00:00;06.04.2023;EW534;2;330;78,,
PNR0507;18.09.2022 00:00;06.04.2023;EW534;2;330;104,,
PNR0508;18.09.2022 00:00;06.04.2023;EW534;2;330;104,,
PNR0509;18.09.2022 00:00;07.04.2023;EW9534;1;140;11,,
PNR0510;18.09.2022 00:00;06.04.2023;EW534;2;330;104,,
PNR0511;18.09.2022 00:00;06.04.2023;EW2520;1;210;43,,
PNR0511;18.09.2022 00:00;11.04.2023;EW2521;1;85;44,,
PNR0512;19.09.2022 00:00;11.04.2023;EW8591;3;588;159,,
PNR0513;19.09.2022 00:00;09.04.2023;EW7581;1;215;32,,
PNR0514;19.09.2022 00:00;10.04.2023;EW7582;3;280;168,,
PNR0515;19.09.2022 00:00;11.04.2023;EW9588;1;55;26,,
PNR0516;19.09.2022 00:00;06.04.2023;EW7580;3;330;132,,
PNR0517;19.09.2022 00:00;06.04.2023;EW7580;1;110;41,,
PNR0518;19.09.2022 00:00;08.04.2023;EW7526;3;435;160,,
PNR0519;19.09.2022 00:00;09.04.2023;EW7267;3;812;123,,
PNR0520;19.09.2022 00:00;10.04.2023;EW9558;4;703;207,,
PNR0521;19.09.2022 00:00;06.04.2023;EW9519;2;127;52,,
PNR0522;19.09.2022 00:00;10.04.2023;EW9518;1;90;36,,
PNR0523;19.09.2022 00:00;10.04.2023;EW9537;4;173;25,,
PNR0524;20.09.2022 00:00;07.04.2023;EW2589;1;85;12,,
PNR0525;20.09.2022 00:00;12.04.2023;EW592;1;85;116,,
PNR0526;20.09.2022 00:00;12.04.2023;EW592;1;95;256,,
PNR0527;20.09.2022 00:00;07.04.2023;EW2589;2;170;102,,
PNR0528;20.09.2022 00:00;10.04.2023;EW593;3;525;63,,
PNR0529;20.09.2022 00:00;07.04.2023;EW9586;4;665;242,,
PNR0530;20.09.2022 00:00;11.04.2023;EW6899;2;170;82,,
PNR0531;20.09.2022 00:00;07.04.2023;EW2589;1;85;43,,
PNR0532;20.09.2022 00:00;06.04.2023;EW592;2;350;108,,
PNR0533;20.09.2022 00:00;07.04.2023;EW9552;1;245;55,,
PNR0534;20.09.2022 00:00;09.04.2023;EW8186;1;205;46,,
PNR0535;20.09.2022 00:00;10.04.2023;EW9579;4;630;92,,
PNR0536;20.09.2022 00:00;09.04.2023;EW7533;6;1290;252,,
PNR0537;21.09.2022 00:00;08.04.2023;EW7581;5;624;183,,
PNR0538;21.09.2022 00:00;11.04.2023;EW7590;2;180;157,,
PNR0539;21.09.2022 00:00;06.04.2023;EW9575;2;170;104,,
PNR0540;21.09.2022 00:00;12.04.2023;EW9594;2;290;88,,
PNR0541;21.09.2022 00:00;11.04.2023;EW7590;1;90;48,,
PNR0542;21.09.2022 00:00;11.04.2023;EW6898;2;250;86,,
PNR0543;21.09.2022 00:00;10.04.2023;EW2516;1;70;19,,
PNR0544;21.09.2022 00:00;06.04.2023;EW7536;2;330;78,,
PNR0545;21.09.2022 00:00;10.04.2023;EW2516;2;140;76,,
PNR0546;21.09.2022 00:00;08.04.2023;EW253;2;410;52,,
PNR0547;21.09.2022 00:00;09.04.2023;EW7267;1;290;17,,
PNR0548;21.09.2022 00:00;08.04.2023;EW2535;2;270;143,,
PNR0549;22.09.2022 00:00;12.04.2023;EW2588;3;238;148,,
PNR0550;22.09.2022 00:00;12.04.2023;EW593;2;250;44,,
PNR0551;22.09.2022 00:00;06.04.2023;EW7586;4;520;184,,
PNR0552;22.09.2022 00:00;12.04.2023;EW9575;4;522;167,,
PNR0553;22.09.2022 00:00;07.04.2023;EW2588;2;330;161,,
PNR0554;22.09.2022 00:00;10.04.2023;EW9553;4;1188;154,,
PNR0555;22.09.2022 00:00;08.04.2023;EW7526;2;290;88,,
PNR0556;22.09.2022 00:00;10.04.2023;EW9559;2;290;92,,
PNR0557;22.09.2022 00:00;10.04.2023;EW9553;4;1044;154,,
PNR0558;22.09.2022 00:00;10.04.2023;EW9559;4;580;52,,
PNR0559;22.09.2022 00:00;10.04.2023;EW9538;1;170;24,,
PNR0560;23.09.2022 00:00;09.04.2023;EW585;1;145;52,,
PNR0561;23.09.2022 00:00;12.04.2023;EW9574;2;150;108,,
PNR0562;23.09.2022 00:00;12.04.2023;EW9542;1;125;130,,
PNR0563;23.09.2022 00:00;12.04.2023;EW9542;3;325;120,,
PNR0564;23.09.2022 00:00;08.04.2023;EW9542;1;145;14,,
PNR0565;23.09.2022 00:00;06.04.2023;EW7521;1;255;38,,
PNR0566;23.09.2022 00:00;09.04.2023;EW9532;1;80;15,,
PNR0567;23.09.2022 00:00;07.04.2023;EW9444;2;260;57,,
PNR0568;24.09.2022 00:00;12.04.2023;EW9578;6;390;300,,
PNR0569;24.09.2022 00:00;06.04.2023;EW9592;2;350;82,,
PNR0569;24.09.2022 00:00;11.04.2023;EW9589;2;290;82,,
PNR0570;24.09.2022 00:00;11.04.2023;EW7533;2;430;88,,
PNR0571;24.09.2022 00:00;10.04.2023;EW9441;2;99;28,,
PNR0572;24.09.2022 00:00;11.04.2023;EW859;1;125;14,,
PNR0573;24.09.2022 00:00;09.04.2023;EW9537;1;35;32,,
PNR0574;24.09.2022 00:00;07.04.2023;EW2537;1;110;41,,
PNR0575;24.09.2022 00:00;07.04.2023;EW2537;1;110;41,,
PNR0576;24.09.2022 00:00;10.04.2023;EW2531;2;340;88,,
PNR0577;24.09.2022 00:00;12.04.2023;EW9442;1;60;26,,
PNR0578;25.09.2022 00:00;10.04.2023;EW7587;2;430;122,,
PNR0579;25.09.2022 00:00;07.04.2023;EW7582;2;300;64,,
PNR0580;25.09.2022 00:00;09.04.2023;EW8371;2;490;155,,
PNR0581;25.09.2022 00:00;10.04.2023;EW269;6;1148;334,,
PNR0582;25.09.2022 00:00;06.04.2023;EW7536;2;450;73,,
PNR0583;25.09.2022 00:00;09.04.2023;EW7536;2;370;104,,
PNR0584;25.09.2022 00:00;12.04.2023;EW9519;2;110;72,,
PNR0585;25.09.2022 00:00;07.04.2023;EW9518;1;130;36,,
PNR0585;25.09.2022 00:00;12.04.2023;EW9519;1;55;36,,
PNR0586;25.09.2022 00:00;09.04.2023;EW9444;1;150;39,,
PNR0587;25.09.2022 00:00;09.04.2023;EW9444;2;300;76,,
PNR0588;25.09.2022 00:00;06.04.2023;EW9519;2;150;21,,
PNR0588;25.09.2022 00:00;10.04.2023;EW9518;2;220;21,,
PNR0589;25.09.2022 00:00;10.04.2023;EW2520;1;105;38,,
PNR0590;25.09.2022 00:00;07.04.2023;EW2528;5;575;24,,
PNR0591;25.09.2022 00:00;11.04.2023;EW520;5;437;48,,
PNR0592;26.09.2022 00:00;06.04.2023;EW9580;1;175;55,,
PNR0592;26.09.2022 00:00;11.04.2023;EW9575;1;175;55,,
PNR0593;26.09.2022 00:00;08.04.2023;EW8591;2;680;108,,
PNR0594;26.09.2022 00:00;09.04.2023;EW2583;1;95;94,,
PNR0595;26.09.2022 00:00;07.04.2023;EW7582;1;185;32,,
PNR0596;26.09.2022 00:00;10.04.2023;EW2590;5;375;93,,
PNR0597;26.09.2022 00:00;07.04.2023;EW7526;2;350;88,,
PNR0598;26.09.2022 00:00;10.04.2023;EW7526;2;261;79,,
PNR0599;26.09.2022 00:00;06.04.2023;EW7526;2;250;140,,
PNR0600;26.09.2022 00:00;06.04.2023;EW9559;2;210;92,,
PNR0601;26.09.2022 00:00;09.04.2023;EW261;2;410;112,,
PNR0602;26.09.2022 00:00;11.04.2023;EW8371;2;820;88,,
PNR0603;26.09.2022 00:00;06.04.2023;EW9538;1;170;20,,
PNR0604;26.09.2022 00:00;09.04.2023;EW7520;3;390;138,,
PNR0605;26.09.2022 00:00;06.04.2023;EW7536;1;165;39,,
PNR0606;26.09.2022 00:00;07.04.2023;EW9530;2;210;54,,
PNR0607;27.09.2022 00:00;06.04.2023;EW9592;1;175;42,,
PNR0608;27.09.2022 00:00;07.04.2023;EW2595;2;110;94,,
PNR0609;27.09.2022 00:00;06.04.2023;EW9587;1;85;42,,
PNR0610;27.09.2022 00:00;10.04.2023;EW253;4;703;179,,
PNR0611;27.09.2022 00:00;08.04.2023;EW7526;1;145;17,,
PNR0612;27.09.2022 00:00;07.04.2023;EW9553;4;665;122,,
PNR0613;27.09.2022 00:00;12.04.2023;EW8291;2;520;112,,
PNR0614;27.09.2022 00:00;06.04.2023;EW7526;4;450;293,,
PNR0615;27.09.2022 00:00;07.04.2023;EW2536;4;738;32,,
PNR0616;27.09.2022 00:00;06.04.2023;EW9519;2;150;21,,
PNR0616;27.09.2022 00:00;10.04.2023;EW9518;2;220;21,,
PNR0617;27.09.2022 00:00;07.04.2023;EW9535;1;140;22,,
PNR0618;27.09.2022 00:00;07.04.2023;EW9535;2;160;86,,
PNR0619;27.09.2022 00:00;07.04.2023;EW9535;1;140;22,,
PNR0620;27.09.2022 00:00;10.04.2023;EW9440;2;260;110,,
PNR0621;27.09.2022 00:00;06.04.2023;EW9558;3;518;154,,
PNR0622;28.09.2022 00:00;07.04.2023;EW9500;2;300;86,,
PNR0623;28.09.2022 00:00;11.04.2023;EW8590;2;190;110,,
PNR0624;28.09.2022 00:00;08.04.2023;EW9594;1;105;42,,
PNR0625;28.09.2022 00:00;12.04.2023;EW9595;2;290;122,,
PNR0626;28.09.2022 00:00;06.04.2023;EW9574;2;350;82,,
PNR0627;28.09.2022 00:00;07.04.2023;EW580;5;840;221,,
PNR0628;28.09.2022 00:00;06.04.2023;EW9558;3;518;44,,
PNR0629;28.09.2022 00:00;11.04.2023;EW9559;2;290;92,,
PNR0630;28.09.2022 00:00;09.04.2023;EW858;4;323;22,,
PNR0631;28.09.2022 00:00;07.04.2023;EW9534;3;420;62,,
PNR0632;29.09.2022 00:00;07.04.2023;EW2587;2;292;82,,
PNR0633;29.09.2022 00:00;11.04.2023;EW9575;2;350;102,,
PNR0634;29.09.2024 00:00;09.04.2023;EW9575;1;125;21,,
PNR0635;29.09.2022 00:00;06.04.2023;EW9586;1;175;22,,
PNR0636;29.09.2022 00:00;07.04.2023;EW7515;2;170;60,,
PNR0637;29.09.2022 00:00;11.04.2023;EW7088;4;1160;224,,
PNR0638;29.09.2022 00:00;08.04.2023;EW2535;6;1247;273,,
PNR0639;29.09.2022 00:00;12.04.2023;EW9542;2;250;92,,
PNR0640;29.09.2022 00:00;11.04.2023;EW9559;1;145;46,,
PNR0641;29.09.2022 00:00;07.04.2023;EW2520;4;580;160,,
PNR0641;29.09.2022 00:00;11.04.2023;EW2521;4;340;160,,
PNR0642;29.09.2022 00:00;08.04.2023;EW526;1;125;45,,
PNR0643;29.09.2022 00:00;12.04.2023;EW2597;1;145;22,,
PNR0644;29.09.2022 00:00;07.04.2023;EW2528;4;500;58,,
PNR0644;29.09.2022 00:00;11.04.2023;EW2521;4;340;48,,
PNR0645;30.09.2022 00:00;07.04.2023;EW7583;4;324;167,,
PNR0646;30.09.2022 00:00;12.04.2023;EW9594;2;130;82,,
PNR0647;30.09.2022 00:00;09.04.2023;EW7581;1;215;42,,
PNR0648;30.09.2022 00:00;06.04.2023;EW9559;2;210;116,,
PNR0649;30.09.2022 00:00;07.04.2023;EW269;2;290;112,,
PNR0650;30.09.2022 00:00;10.04.2023;EW9542;3;330;200,,
PNR0651;30.09.2022 00:00;07.04.2023;EW9535;2;160;55,,
PNR0652;30.09.2022 00:00;10.04.2023;EW9538;1;110;36,,
PNR0653;30.09.2022 00:00;10.04.2023;EW9441;4;210;68,,
PNR0654;01.10.2022 00:00;08.04.2023;EW7587;1;150;42,,
PNR0655;01.10.2022 00:00;12.04.2023;EW9579;1;125;42,,
PNR0656;01.10.2022 00:00;07.04.2023;EW9595;2;110;82,,
PNR0657;01.10.2022 00:00;06.04.2023;EW9586;4;630;167,,
PNR0658;01.10.2022 00:00;08.04.2023;EW7587;1;150;42,,
PNR0659;01.10.2022 00:00;12.04.2023;EW9589;2;210;106,,
PNR0660;01.10.2022 00:00;08.04.2023;EW8180;1;165;45,,
PNR0661;01.10.2022 00:00;09.04.2023;EW2263;1;135;41,,
PNR0662;01.10.2022 00:00;06.04.2023;EW2247;4;522;236,,
PNR0663;01.10.2022 00:00;09.04.2023;EW9442;4;520;90,,
PNR0664;01.10.2022 00:00;10.04.2023;EW521;1;105;9,,
PNR0665;01.10.2022 00:00;07.04.2023;EW9531;2;260;88,,
PNR0666;01.10.2022 00:00;07.04.2023;EW7520;1;215;40,,
PNR0667;01.10.2022 00:00;08.04.2023;EW9531;3;420;149,,
PNR0668;01.10.2022 00:00;11.04.2023;EW521;4;500;58,,
PNR0669;01.10.2022 00:00;07.04.2023;EW9534;1;170;54,,
PNR0670;02.10.2022 00:00;07.04.2023;EW9575;2;170;122,,
PNR0671;02.10.2022 00:00;10.04.2023;EW2585;2;290;82,,
PNR0672;02.10.2022 00:00;09.04.2023;EW7515;1;150;18,,
PNR0673;02.10.2022 00:00;12.04.2023;EW9589;2;210;44,,
PNR0674;02.10.2022 00:00;08.04.2023;EW2581;4;306;107,,
PNR0675;02.10.2022 00:00;07.04.2023;EW590;2;350;110,,
PNR0675;02.10.2022 00:00;11.04.2023;EW593;2;420;110,,
PNR0676;02.10.2022 00:00;09.04.2023;EW7515;1;150;18,,
PNR0677;02.10.2022 00:00;07.04.2023;EW9558;5;696;222,,
PNR0678;02.10.2022 00:00;07.04.2023;EW8291;2;310;112,,
PNR0679;02.10.2022 00:00;07.04.2023;EW253;1;165;46,,
PNR0680;02.10.2022 00:00;08.04.2023;EW7526;2;290;83,,
PNR0681;02.10.2022 00:00;12.04.2023;EW2535;1;185;58,,
PNR0682;02.10.2022 00:00;10.04.2023;EW9538;2;220;72,,
PNR0683;02.10.2022 00:00;10.04.2023;EW7521;2;360;76,,
PNR0684;02.10.2022 00:00;11.04.2023;EW520;3;285;150,,
PNR0685;02.10.2022 00:00;11.04.2023;EW520;3;285;150,,
PNR0686;02.10.2022 00:00;09.04.2023;EW7537;1;210;39,,
PNR0687;02.10.2022 00:00;08.04.2023;EW9586;3;238;78,,
PNR0688;02.10.2022 00:00;06.04.2023;EW9519;2;150;21,,
PNR0688;02.10.2022 00:00;10.04.2023;EW9518;2;180;21,,
PNR0689;02.10.2022 00:00;10.04.2023;EW9441;2;105;24,,
PNR0690;02.10.2022 00:00;09.04.2023;EW9594;2;150;78,,
PNR0691;03.10.2022 00:00;08.04.2023;EW589;1;125;21,,
PNR0692;03.10.2022 00:00;06.04.2023;EW9586;2;420;69,,
PNR0693;03.10.2022 00:00;10.04.2023;EW2591;1;125;31,,
PNR0694;03.10.2022 00:00;10.04.2023;EW9595;2;420;44,,
PNR0695;03.10.2022 00:00;06.04.2023;EW7592;3;308;123,,
PNR0695;03.10.2022 00:00;10.04.2023;EW7583;3;518;123,,
PNR0696;03.10.2022 00:00;09.04.2023;EW7514;3;504;146,,
PNR0697;03.10.2022 00:00;10.04.2023;EW7526;3;377;117,,
PNR0698;03.10.2022 00:00;07.04.2023;EW9534;3;392;144,,
PNR0698;03.10.2022 00:00;10.04.2023;EW9537;3;476;120,,
PNR0699;03.10.2022 00:00;08.04.2023;EW9501;2;150;76,,
PNR0700;03.10.2022 00:00;06.04.2023;EW8591;6;405;125,,
PNR0701;03.10.2022 00:00;06.04.2023;EW2521;4;340;144,,
PNR0702;03.10.2022 00:00;11.04.2023;EW7520;4;520;108,,
PNR0703;04.10.2022 00:00;08.04.2023;EW590;2;210;50,,
PNR0704;04.10.2022 00:00;10.04.2023;EW7583;2;333;44,,
PNR0705;04.10.2022 00:00;10.04.2023;EW592;3;255;132,,
